County_Name,parent_state_name,Latitude,Longitude,,,,,,,,,,,
Cleveland,Arkansas,33.914989,-92.139146,,,,,,,,,,,
Columbia,Arkansas,33.258045,-93.247459,,,,,,,,,,,
Conway,Arkansas,35.214487,-92.70416,,,,,,,,,,,
Craighead,Arkansas,35.835235,-90.669325,,,,,,,,,,,
Crawford,Arkansas,35.496882,-94.28436,,,,,,,,,,,
Crittenden,Arkansas,35.17736,-90.217261,,,,,,,,,,,
Cross,Arkansas,35.252833,-90.775307,,,,,,,,,,,
Dallas,Arkansas,33.869213,-92.527123,,,,,,,,,,,
Desha,Arkansas,33.773838,-91.417485,,,,,,,,,,,
Drew,Arkansas,33.6274,-91.781779,,,,,,,,,,,
Faulkner,Arkansas,35.104918,-92.405359,,,,,,,,,,,
Franklin,Arkansas,35.446102,-93.885464,,,,,,,,,,,
Fulton,Arkansas,36.376787,-91.764934,,,,,,,,,,,
Garland,Arkansas,34.505811,-93.081852,,,,,,,,,,,
Grant,Arkansas,34.309174,-92.412714,,,,,,,,,,,
Greene,Arkansas,36.07312,-90.523016,,,,,,,,,,,
Hempstead,Arkansas,33.699647,-93.623587,,,,,,,,,,,
Hot Spring,Arkansas,34.353464,-92.894595,,,,,,,,,,,
Howard,Arkansas,33.983198,-93.910184,,,,,,,,,,,
Independence,Arkansas,35.749801,-91.607539,,,,,,,,,,,
Izard,Arkansas,36.120217,-91.908429,,,,,,,,,,,
Jackson,Arkansas,35.621102,-91.246233,,,,,,,,,,,
Jefferson,Arkansas,34.233473,-92.041179,,,,,,,,,,,
Johnson,Arkansas,35.475272,-93.475517,,,,,,,,,,,
Lafayette,Arkansas,33.287629,-93.557538,,,,,,,,,,,
Lawrence,Arkansas,36.070224,-91.065733,,,,,,,,,,,
Lee,Arkansas,34.785214,-90.774516,,,,,,,,,,,
Lincoln,Arkansas,33.975379,-91.746234,,,,,,,,,,,
Little River,Arkansas,33.700518,-94.195995,,,,,,,,,,,
Logan,Arkansas,35.227532,-93.768119,,,,,,,,,,,
Lonoke,Arkansas,34.905178,-91.970577,,,,,,,,,,,
Madison,Arkansas,36.061309,-93.755297,,,,,,,,,,,
Marion,Arkansas,36.28457,-92.663368,,,,,,,,,,,
Miller,Arkansas,33.400831,-93.987504,,,,,,,,,,,
Mississippi,Arkansas,35.84288,-89.999037,,,,,,,,,,,
Monroe,Arkansas,34.777729,-91.218021,,,,,,,,,,,
Montgomery,Arkansas,34.517013,-93.622663,,,,,,,,,,,
Nevada,Arkansas,33.722168,-93.358085,,,,,,,,,,,
Newton,Arkansas,35.98494,-93.1705,,,,,,,,,,,
Ouachita,Arkansas,33.574461,-92.838871,,,,,,,,,,,
Perry,Arkansas,34.999054,-92.779271,,,,,,,,,,,
Phillips,Arkansas,34.529768,-90.707796,,,,,,,,,,,
Pike,Arkansas,34.187298,-93.624765,,,,,,,,,,,
Poinsett,Arkansas,35.60191,-90.557998,,,,,,,,,,,
Polk,Arkansas,34.52045,-94.258519,,,,,,,,,,,
Pope,Arkansas,35.309776,-93.097238,,,,,,,,,,,
Prairie,Arkansas,34.859177,-91.536241,,,,,,,,,,,
Pulaski,Arkansas,34.773719,-92.311659,,,,,,,,,,,
Randolph,Arkansas,36.304758,-90.98842,,,,,,,,,,,
St. Francis,Arkansas,35.015313,-90.770297,,,,,,,,,,,
Saline,Arkansas,34.593233,-92.546163,,,,,,,,,,,
Scott,Arkansas,34.907145,-94.095905,,,,,,,,,,,
Searcy,Arkansas,35.922829,-92.659155,,,,,,,,,,,
Sebastian,Arkansas,35.318195,-94.354435,,,,,,,,,,,
Sevier,Arkansas,34.014236,-94.304091,,,,,,,,,,,
Sharp,Arkansas,36.178493,-91.520168,,,,,,,,,,,
Stone,Arkansas,35.856705,-92.137,,,,,,,,,,,
Union,Arkansas,33.20687,-92.64508,,,,,,,,,,,
Van Buren,Arkansas,35.567839,-92.421475,,,,,,,,,,,
Washington,Arkansas,36.094275,-94.172222,,,,,,,,,,,
White,Arkansas,35.243736,-91.767388,,,,,,,,,,,
Woodruff,Arkansas,35.233191,-91.252079,,,,,,,,,,,
Yell,Arkansas,35.120982,-93.28946,,,,,,,,,,,
Alameda,California,37.705201,-122.100393,,,,,,,,,,,
Alpine,California,38.728298,-119.847603,,,,,,,,,,,
Amador,California,38.394208,-120.775729,,,,,,,,,,,
Butte,California,39.669037,-121.707635,,,,,,,,,,,
Calaveras,California,38.163627,-120.633718,,,,,,,,,,,
Colusa,California,39.156148,-122.085557,,,,,,,,,,,
Contra Costa,California,37.935588,-122.030131,,,,,,,,,,,
Del Norte,California,41.791232,-124.163088,,,,,,,,,,,
El Dorado,California,38.746543,-120.74433,,,,,,,,,,,
Fresno,California,36.738918,-119.767884,,,,,,,,,,,
Glenn,California,39.663418,-122.177491,,,,,,,,,,,
Humboldt,California,40.752982,-124.087189,,,,,,,,,,,
Imperial,California,32.841101,-115.534487,,,,,,,,,,,
Inyo,California,37.160247,-118.267513,,,,,,,,,,,
Kern,California,35.372968,-118.936004,,,,,,,,,,,
Kings,California,36.242749,-119.729084,,,,,,,,,,,
Lake,California,38.973362,-122.734609,,,,,,,,,,,
Lassen,California,40.392397,-120.579176,,,,,,,,,,,
Los Angeles,California,34.065193,-118.244222,,,,,,,,,,,
Madera,California,37.043099,-120.00675,,,,,,,,,,,
Marin,California,37.986705,-122.547075,,,,,,,,,,,
Mariposa,California,37.542748,-119.957219,,,,,,,,,,,
Mendocino,California,39.285329,-123.397227,,,,,,,,,,,
Merced,California,37.281016,-120.623989,,,,,,,,,,,
Modoc,California,41.522584,-120.650911,,,,,,,,,,,
Mono,California,37.763322,-118.970594,,,,,,,,,,,
Monterey,California,36.611722,-121.646162,,,,,,,,,,,
Napa,California,38.329075,-122.321646,,,,,,,,,,,
Nevada,California,39.219524,-120.916546,,,,,,,,,,,
Orange,California,33.733953,-117.86288,,,,,,,,,,,
Placer,California,38.844511,-121.182466,,,,,,,,,,,
Plumas,California,39.983857,-120.825847,,,,,,,,,,,
Riverside,California,33.800439,-117.066205,,,,,,,,,,,
Sacramento,California,38.56895,-121.380861,,,,,,,,,,,
San Benito,California,36.843404,-121.403859,,,,,,,,,,,
San Bernardino,California,34.190248,-117.357474,,,,,,,,,,,
San Diego,California,32.88326,-117.112994,,,,,,,,,,,
San Francisco,California,37.759598,-122.438323,,,,,,,,,,,
San Joaquin,California,37.931804,-121.298108,,,,,,,,,,,
San Luis Obispo,California,35.342391,-120.667689,,,,,,,,,,,
San Mateo,California,37.56395,-122.340991,,,,,,,,,,,
Santa Barbara,California,34.639262,-120.092602,,,,,,,,,,,
Santa Clara,California,37.315105,-121.910421,,,,,,,,,,,
Santa Cruz,California,36.985171,-121.936728,,,,,,,,,,,
Shasta,California,40.580269,-122.299961,,,,,,,,,,,
Sierra,California,39.612588,-120.414236,,,,,,,,,,,
Siskiyou,California,41.576203,-122.489833,,,,,,,,,,,
Solano,California,38.235582,-122.069324,,,,,,,,,,,
Sonoma,California,38.41408,-122.720522,,,,,,,,,,,
Stanislaus,California,37.619147,-120.955577,,,,,,,,,,,
Sutter,California,39.13549,-121.644269,,,,,,,,,,,
Tehama,California,40.115187,-122.218704,,,,,,,,,,,
Trinity,California,40.681268,-123.072357,,,,,,,,,,,
Tulare,California,36.251227,-119.231547,,,,,,,,,,,
Tuolumne,California,37.971531,-120.32853,,,,,,,,,,,
Ventura,California,34.241989,-119.025018,,,,,,,,,,,
Yolo,California,38.598913,-121.721112,,,,,,,,,,,
Yuba,California,39.13883,-121.506626,,,,,,,,,,,
Adams,Colorado,39.874297,-104.927473,,,,,,,,,,,
Alamosa,Colorado,37.483069,-105.877245,,,,,,,,,,,
Arapahoe,Colorado,39.647528,-104.845968,,,,,,,,,,,
Archuleta,Colorado,37.240087,-107.085027,,,,,,,,,,,
Baca,Colorado,37.368221,-102.527089,,,,,,,,,,,
Bent,Colorado,38.072386,-103.1631,,,,,,,,,,,
Boulder,Colorado,40.063299,-105.183981,,,,,,,,,,,
Broomfield,Colorado,39.936888,-105.055491,,,,,,,,,,,
Chaffee,Colorado,38.676497,-106.082645,,,,,,,,,,,
Cheyenne,Colorado,38.816795,-102.45777,,,,,,,,,,,
Clear Creek,Colorado,39.712957,-105.52965,,,,,,,,,,,
Conejos,Colorado,37.195652,-105.989049,,,,,,,,,,,
Costilla,Colorado,37.281779,-105.448477,,,,,,,,,,,
Crowley,Colorado,38.188547,-103.857439,,,,,,,,,,,
Custer,Colorado,38.134216,-105.381557,,,,,,,,,,,
Delta,Colorado,38.798565,-107.910553,,,,,,,,,,,
Denver,Colorado,39.72143,-104.955068,,,,,,,,,,,
Dolores,Colorado,37.740817,-108.75741,,,,,,,,,,,
Douglas,Colorado,39.48527,-104.879712,,,,,,,,,,,
Eagle,Colorado,39.599453,-106.717771,,,,,,,,,,,
Elbert,Colorado,39.382868,-104.51913,,,,,,,,,,,
El Paso,Colorado,38.873669,-104.758477,,,,,,,,,,,
Fremont,Colorado,38.426058,-105.206532,,,,,,,,,,,
Garfield,Colorado,39.507561,-107.539356,,,,,,,,,,,
Gilpin,Colorado,39.85702,-105.48021,,,,,,,,,,,
Grand,Colorado,40.050388,-105.9754,,,,,,,,,,,
Gunnison,Colorado,38.657886,-106.944723,,,,,,,,,,,
Hinsdale,Colorado,37.996875,-107.29653,,,,,,,,,,,
Huerfano,Colorado,37.616312,-104.884201,,,,,,,,,,,
Jackson,Colorado,40.692851,-106.291292,,,,,,,,,,,
Jefferson,Colorado,39.720524,-105.128819,,,,,,,,,,,
Kiowa,Colorado,38.470657,-102.680579,,,,,,,,,,,
Kit Carson,Colorado,39.309763,-102.435733,,,,,,,,,,,
Lake,Colorado,39.24587,-106.308061,,,,,,,,,,,
La Plata,Colorado,37.265198,-107.806184,,,,,,,,,,,
Larimer,Colorado,40.504546,-105.099218,,,,,,,,,,,
Las Animas,Colorado,37.196601,-104.503149,,,,,,,,,,,
Lincoln,Colorado,39.173232,-103.613697,,,,,,,,,,,
Logan,Colorado,40.639399,-103.187715,,,,,,,,,,,
Mesa,Colorado,39.092851,-108.543768,,,,,,,,,,,
Mineral,Colorado,37.798623,-106.935586,,,,,,,,,,,
Moffat,Colorado,40.515239,-107.625859,,,,,,,,,,,
Montezuma,Colorado,37.370817,-108.557116,,,,,,,,,,,
Montrose,Colorado,38.479142,-107.934568,,,,,,,,,,,
Morgan,Colorado,40.256023,-103.781517,,,,,,,,,,,
Otero,Colorado,38.024096,-103.657432,,,,,,,,,,,
Ouray,Colorado,38.139834,-107.746232,,,,,,,,,,,
Park,Colorado,39.311718,-105.623144,,,,,,,,,,,
Phillips,Colorado,40.599517,-102.387354,,,,,,,,,,,
Pitkin,Colorado,39.232543,-106.907765,,,,,,,,,,,
Prowers,Colorado,38.083772,-102.547035,,,,,,,,,,,
Pueblo,Colorado,38.263685,-104.645147,,,,,,,,,,,
Rio Blanco,Colorado,40.051033,-108.280174,,,,,,,,,,,
Rio Grande,Colorado,37.616658,-106.238805,,,,,,,,,,,
Routt,Colorado,40.453133,-106.899535,,,,,,,,,,,
Saguache,Colorado,37.915302,-106.019489,,,,,,,,,,,
San Juan,Colorado,37.804646,-107.673989,,,,,,,,,,,
San Miguel,Colorado,37.974202,-107.960034,,,,,,,,,,,
Sedgwick,Colorado,40.960246,-102.32767,,,,,,,,,,,
Summit,Colorado,39.573131,-106.054579,,,,,,,,,,,
Teller,Colorado,38.94355,-105.140532,,,,,,,,,,,
Washington,Colorado,40.092526,-103.156814,,,,,,,,,,,
Weld,Colorado,40.328082,-104.788507,,,,,,,,,,,
Yuma,Colorado,40.069473,-102.486935,,,,,,,,,,,
Fairfield,Connecticut,41.207889,-73.364521,,,,,,,,,,,
Hartford,Connecticut,41.761943,-72.717282,,,,,,,,,,,
Litchfield,Connecticut,41.727851,-73.187494,,,,,,,,,,,
Middlesex,Connecticut,41.478564,-72.571408,,,,,,,,,,,
New Haven,Connecticut,41.396052,-72.941497,,,,,,,,,,,
New London,Connecticut,41.443373,-72.097683,,,,,,,,,,,
Tolland,Connecticut,41.842762,-72.37209,,,,,,,,,,,
Windham,Connecticut,41.804225,-71.995072,,,,,,,,,,,
Kent,Delaware,39.12322,-75.558604,,,,,,,,,,,
New Castle,Delaware,39.68502,-75.634376,,,,,,,,,,,
Sussex,Delaware,38.662387,-75.346649,,,,,,,,,,,
District of Columbia,District of Columbia,38.91027,-77.014468,,,,,,,,,,,
Alachua,Florida,29.665903,-82.386845,,,,,,,,,,,
Baker,Florida,30.288432,-82.185477,,,,,,,,,,,
Bay,Florida,30.206925,-85.660217,,,,,,,,,,,
Bradford,Florida,29.953429,-82.128192,,,,,,,,,,,
Brevard,Florida,28.232195,-80.690979,,,,,,,,,,,
Broward,Florida,26.134058,-80.227135,,,,,,,,,,,
Calhoun,Florida,30.463143,-85.122189,,,,,,,,,,,
Charlotte,Florida,26.954793,-82.119946,,,,,,,,,,,
Citrus,Florida,28.863598,-82.453512,,,,,,,,,,,
Clay,Florida,30.084386,-81.79941,,,,,,,,,,,
Collier,Florida,26.199831,-81.699625,,,,,,,,,,,
Columbia,Florida,30.126051,-82.660566,,,,,,,,,,,
DeSoto,Florida,27.189369,-81.864094,,,,,,,,,,,
Dixie,Florida,29.634179,-83.056329,,,,,,,,,,,
Duval,Florida,30.300302,-81.622853,,,,,,,,,,,
Escambia,Florida,30.485314,-87.274788,,,,,,,,,,,
Flagler,Florida,29.523494,-81.224735,,,,,,,,,,,
Franklin,Florida,29.786787,-84.822838,,,,,,,,,,,
Gadsden,Florida,30.59828,-84.581397,,,,,,,,,,,
Gilchrist,Florida,29.704639,-82.808262,,,,,,,,,,,
Glades,Florida,26.896029,-81.185404,,,,,,,,,,,
Gulf,Florida,29.988579,-85.259478,,,,,,,,,,,
Hamilton,Florida,30.501534,-82.997218,,,,,,,,,,,
Hardee,Florida,27.548312,-81.815432,,,,,,,,,,,
Hendry,Florida,26.705392,-81.202571,,,,,,,,,,,
Hernando,Florida,28.50485,-82.496961,,,,,,,,,,,
Highlands,Florida,27.460415,-81.442555,,,,,,,,,,,
Hillsborough,Florida,27.976529,-82.401275,,,,,,,,,,,
Holmes,Florida,30.847684,-85.758558,,,,,,,,,,,
Indian River,Florida,27.671827,-80.440581,,,,,,,,,,,
Jackson,Florida,30.80024,-85.216119,,,,,,,,,,,
Jefferson,Florida,30.504031,-83.886291,,,,,,,,,,,
Lafayette,Florida,30.065418,-83.179508,,,,,,,,,,,
Lake,Florida,28.735689,-81.752026,,,,,,,,,,,
Lee,Florida,26.574992,-81.858144,,,,,,,,,,,
Leon,Florida,30.466103,-84.270371,,,,,,,,,,,
Levy,Florida,29.379995,-82.666319,,,,,,,,,,,
Liberty,Florida,30.399795,-84.905169,,,,,,,,,,,
Madison,Florida,30.47263,-83.430563,,,,,,,,,,,
Manatee,Florida,27.477054,-82.532775,,,,,,,,,,,
Marion,Florida,29.140116,-82.123367,,,,,,,,,,,
Martin,Florida,27.1443,-80.244395,,,,,,,,,,,
Miami-Dade,Florida,25.774565,-80.298888,,,,,,,,,,,
Monroe,Florida,24.739678,-81.263945,,,,,,,,,,,
Nassau,Florida,30.607962,-81.647153,,,,,,,,,,,
Okaloosa,Florida,30.542829,-86.567105,,,,,,,,,,,
Okeechobee,Florida,27.272057,-80.822153,,,,,,,,,,,
Orange,Florida,28.532855,-81.384377,,,,,,,,,,,
Osceola,Florida,28.266765,-81.383484,,,,,,,,,,,
Palm Beach,Florida,26.617075,-80.146119,,,,,,,,,,,
Pasco,Florida,28.261606,-82.51608,,,,,,,,,,,
Pinellas,Florida,27.899794,-82.727651,,,,,,,,,,,
Polk,Florida,28.03114,-81.799975,,,,,,,,,,,
Putnam,Florida,29.609299,-81.720431,,,,,,,,,,,
St. Johns,Florida,29.977088,-81.421504,,,,,,,,,,,
St. Lucie,Florida,27.338067,-80.353183,,,,,,,,,,,
Santa Rosa,Florida,30.549593,-87.036954,,,,,,,,,,,
Sarasota,Florida,27.208205,-82.423893,,,,,,,,,,,
Seminole,Florida,28.697834,-81.310445,,,,,,,,,,,
Sumter,Florida,28.825768,-82.035469,,,,,,,,,,,
Suwannee,Florida,30.214688,-82.987546,,,,,,,,,,,
Taylor,Florida,30.064881,-83.597967,,,,,,,,,,,
Union,Florida,30.010768,-82.356919,,,,,,,,,,,
Volusia,Florida,29.073725,-81.123944,,,,,,,,,,,
Wakulla,Florida,30.185525,-84.331546,,,,,,,,,,,
Walton,Florida,30.583729,-86.190665,,,,,,,,,,,
Washington,Florida,30.650718,-85.625419,,,,,,,,,,,
Appling,Georgia,31.77388,-82.338473,,,,,,,,,,,
Atkinson,Georgia,31.317301,-82.886363,,,,,,,,,,,
Bacon,Georgia,31.547221,-82.466071,,,,,,,,,,,
Baker,Georgia,31.307754,-84.437989,,,,,,,,,,,
Baldwin,Georgia,33.084849,-83.245659,,,,,,,,,,,
Banks,Georgia,34.351255,-83.506647,,,,,,,,,,,
Barrow,Georgia,33.993054,-83.7275,,,,,,,,,,,
Bartow,Georgia,34.208435,-84.829122,,,,,,,,,,,
Ben Hill,Georgia,31.727638,-83.248636,,,,,,,,,,,
Berrien,Georgia,31.238588,-83.252459,,,,,,,,,,,
Bibb,Georgia,32.832049,-83.687184,,,,,,,,,,,
Bleckley,Georgia,32.401368,-83.33214,,,,,,,,,,,
Brantley,Georgia,31.216648,-81.96997,,,,,,,,,,,
Brooks,Georgia,30.842082,-83.54009,,,,,,,,,,,
Bryan,Georgia,31.979537,-81.375954,,,,,,,,,,,
Bulloch,Georgia,32.417702,-81.76242,,,,,,,,,,,
Burke,Georgia,33.101987,-81.998447,,,,,,,,,,,
Butts,Georgia,33.296102,-83.970002,,,,,,,,,,,
Calhoun,Georgia,31.527412,-84.668445,,,,,,,,,,,
Camden,Georgia,30.814165,-81.635079,,,,,,,,,,,
Candler,Georgia,32.399861,-82.062305,,,,,,,,,,,
Carroll,Georgia,33.622193,-85.044673,,,,,,,,,,,
Catoosa,Georgia,34.927795,-85.17282,,,,,,,,,,,
Charlton,Georgia,30.780002,-82.023033,,,,,,,,,,,
Chatham,Georgia,32.036008,-81.126449,,,,,,,,,,,
Chattahoochee,Georgia,32.344231,-84.899254,,,,,,,,,,,
Chattooga,Georgia,34.495509,-85.344167,,,,,,,,,,,
Cherokee,Georgia,34.169606,-84.496595,,,,,,,,,,,
Clarke,Georgia,33.950406,-83.380863,,,,,,,,,,,
Clay,Georgia,31.633549,-85.013368,,,,,,,,,,,
Clayton,Georgia,33.553383,-84.362238,,,,,,,,,,,
Clinch,Georgia,31.017888,-82.740932,,,,,,,,,,,
Cobb,Georgia,33.943254,-84.557878,,,,,,,,,,,
Coffee,Georgia,31.516,-82.840667,,,,,,,,,,,
Colquitt,Georgia,31.180955,-83.768671,,,,,,,,,,,
Columbia,Georgia,33.51622,-82.165654,,,,,,,,,,,
Cook,Georgia,31.149847,-83.424499,,,,,,,,,,,
Coweta,Georgia,33.379117,-84.736399,,,,,,,,,,,
Crawford,Georgia,32.707681,-83.934002,,,,,,,,,,,
Crisp,Georgia,31.947962,-83.777791,,,,,,,,,,,
Dade,Georgia,34.882709,-85.497004,,,,,,,,,,,
Dawson,Georgia,34.40138,-84.104119,,,,,,,,,,,
Decatur,Georgia,30.888345,-84.57036,,,,,,,,,,,
DeKalb,Georgia,33.789813,-84.248029,,,,,,,,,,,
Dodge,Georgia,32.212815,-83.175591,,,,,,,,,,,
Dooly,Georgia,32.16758,-83.784195,,,,,,,,,,,
